HOOK-1	bl.beat	show
HOOK-1	bl.focus_device	spotlight
HOOK-1	bl.focus_target	other
HOOK-1	bl.highlight_word	none
HOOK-1	bl.text_slot	other
HOOK-2	bl.beat	hook
HOOK-2	bl.entry	hard_cut
HOOK-2	bl.highlight_word	none
HOOK-2	bl.text_slot	other
HOOK-3	bl.beat	show
HOOK-3	bl.entry	shrink
HOOK-3	bl.focus_device	spotlight
HOOK-3	bl.focus_target	other
HOOK-3	bl.highlight_word	none
HOOK-3	bl.text_slot	other
HOOK-4	bl.beat	show
HOOK-4	bl.entry	other
HOOK-4	bl.focus_device	spotlight
HOOK-4	bl.highlight_word	A
HOOK-4	bl.text_slot	other
PATTERN-1	bl.beat	show
PATTERN-1	bl.entry	other
PATTERN-1	bl.focus_device	spotlight
PATTERN-1	bl.focus_target	other
PATTERN-1	bl.highlight_word	A
PATTERN-1	bl.text_slot	other
PATTERN-2	bl.beat	show
PATTERN-2	bl.entry	other
PATTERN-2	bl.focus_device	spotlight
PATTERN-2	bl.highlight_word	none
PATTERN-2	bl.text_slot	other
PATTERN-3	bl.beat	show
PATTERN-3	bl.entry	other
PATTERN-3	bl.focus_device	spotlight
PATTERN-3	bl.focus_target	other
PATTERN-3	bl.highlight_word	A
PATTERN-3	bl.text_slot	other
PATTERN-4	bl.beat	show
PATTERN-4	bl.entry	other
PATTERN-4	bl.focus_device	spotlight
PATTERN-4	bl.highlight_word	none
PATTERN-4	bl.text_slot	other
CONTEXT-1	bl.beat	verdict
CONTEXT-1	bl.entry	hard_cut
CONTEXT-1	bl.highlight_word	none
CONTEXT-1	bl.text_slot	B
CONTEXT-2	bl.beat	verdict
CONTEXT-2	bl.entry	other
CONTEXT-2	bl.highlight_word	none
CONTEXT-2	bl.text_slot	F
CONTEXT-3	bl.beat	show
CONTEXT-3	bl.entry	shrink
CONTEXT-3	bl.focus_device	spotlight
CONTEXT-3	bl.highlight_word	none
CONTEXT-3	bl.text_slot	other
CONTEXT-4	bl.beat	show
CONTEXT-4	bl.entry	other
CONTEXT-4	bl.focus_device	spotlight
CONTEXT-4	bl.highlight_word	none
CONTEXT-4	bl.text_slot	other
CONTEXT-5	bl.beat	show
CONTEXT-5	bl.entry	other
CONTEXT-5	bl.focus_device	spotlight
CONTEXT-5	bl.focus_target	A
CONTEXT-5	bl.highlight_word	none
CONTEXT-5	bl.text_slot	other
MAIN-1	bl.beat	verdict
MAIN-1	bl.entry	hard_cut
MAIN-1	bl.highlight_word	A
MAIN-1	bl.text_slot	C
MAIN-2	bl.beat	show
MAIN-2	bl.entry	shrink
MAIN-2	bl.focus_device	spotlight
MAIN-2	bl.focus_target	A
MAIN-2	bl.highlight_word	A
MAIN-2	bl.text_slot	other
MAIN-3	bl.beat	verdict
MAIN-3	bl.entry	hard_cut
MAIN-3	bl.highlight_word	A
MAIN-3	bl.text_slot	B
MAIN-4	bl.beat	verdict
MAIN-4	bl.entry	other
MAIN-4	bl.highlight_word	none
MAIN-4	bl.text_slot	F
MAIN-5	bl.beat	show
MAIN-5	bl.entry	shrink
MAIN-5	bl.focus_device	spotlight
MAIN-5	bl.focus_target	A
MAIN-5	bl.highlight_word	none
MAIN-5	bl.text_slot	other
MAIN-6	bl.beat	verdict
MAIN-6	bl.entry	hard_cut
MAIN-6	bl.highlight_word	none
MAIN-6	bl.text_slot	other
MAIN-7	bl.beat	show
MAIN-7	bl.entry	shrink
MAIN-7	bl.focus_device	spotlight
MAIN-7	bl.focus_target	other
MAIN-7	bl.highlight_word	none
MAIN-7	bl.text_slot	other
MAIN-8	bl.beat	show
MAIN-8	bl.entry	other
MAIN-8	bl.focus_device	spotlight
MAIN-8	bl.focus_target	other
MAIN-8	bl.highlight_word	none
MAIN-8	bl.text_slot	other
MAIN-9	bl.beat	show
MAIN-9	bl.entry	other
MAIN-9	bl.focus_device	spotlight
MAIN-9	bl.focus_target	other
MAIN-9	bl.highlight_word	none
MAIN-9	bl.text_slot	other
MAIN-10	bl.beat	show
MAIN-10	bl.entry	other
MAIN-10	bl.focus_device	spotlight
MAIN-10	bl.highlight_word	none
MAIN-10	bl.text_slot	other
MAIN-11	bl.beat	show
MAIN-11	bl.entry	other
MAIN-11	bl.focus_device	spotlight
MAIN-11	bl.focus_target	A
MAIN-11	bl.highlight_word	none
MAIN-11	bl.text_slot	other
MAIN-12	bl.beat	show
MAIN-12	bl.entry	other
MAIN-12	bl.focus_device	spotlight
MAIN-12	bl.highlight_word	none
MAIN-12	bl.text_slot	other
MAIN-13	bl.beat	verdict
MAIN-13	bl.entry	hard_cut
MAIN-13	bl.highlight_word	none
MAIN-13	bl.text_slot	C
