CURIOSITY-3	bl.beat	verdict
CURIOSITY-3	bl.entry	other
CURIOSITY-3	bl.focus_device	none
CURIOSITY-3	bl.focus_target	none
CURIOSITY-3	bl.highlight_word	A
CURIOSITY-3	bl.text_slot	other
CURIOSITY-4	bl.beat	verdict
CURIOSITY-4	bl.entry	hard_cut
CURIOSITY-4	bl.highlight_word	A
CURIOSITY-4	bl.text_slot	other
CURIOSITY-5	bl.beat	verdict
CURIOSITY-5	bl.entry	other
CURIOSITY-5	bl.highlight_word	none
CURIOSITY-5	bl.text_slot	other
SUMMARY-1	bl.beat	verdict
SUMMARY-1	bl.entry	other
SUMMARY-1	bl.highlight_word	none
SUMMARY-1	bl.text_slot	other
SUMMARY-2	bl.beat	verdict
SUMMARY-2	bl.entry	other
SUMMARY-2	bl.highlight_word	none
SUMMARY-2	bl.text_slot	other
SUMMARY-3	bl.beat	verdict
SUMMARY-3	bl.entry	other
SUMMARY-3	bl.highlight_word	none
SUMMARY-3	bl.text_slot	other
SUMMARY-4	bl.beat	show
SUMMARY-4	bl.entry	none
SUMMARY-4	bl.focus_device	none
SUMMARY-4	bl.highlight_word	none
SUMMARY-4	bl.text_slot	other
SUMMARY-5	bl.beat	show
SUMMARY-5	bl.entry	other
SUMMARY-5	bl.focus_device	none
SUMMARY-5	bl.focus_target	none
SUMMARY-5	bl.highlight_word	none
SUMMARY-5	bl.text_slot	other
SUMMARY-6	bl.beat	show
SUMMARY-6	bl.entry	other
SUMMARY-6	bl.focus_device	none
SUMMARY-6	bl.focus_target	none
SUMMARY-6	bl.highlight_word	A
SUMMARY-6	bl.text_slot	other
SUMMARY-7	bl.beat	verdict
SUMMARY-7	bl.entry	hard_cut
SUMMARY-7	bl.highlight_word	none
SUMMARY-7	bl.text_slot	other
SUMMARY-8	bl.beat	cta
SUMMARY-8	bl.entry	hard_cut
SUMMARY-8	bl.highlight_word	none
SUMMARY-8	bl.text_slot	other
SUMMARY-9	bl.beat	verdict
SUMMARY-9	bl.entry	hard_cut
SUMMARY-9	bl.highlight_word	none
SUMMARY-9	bl.text_slot	other
