shot	act	dur_s	chips	prompt_sha	status	flow_clip_id	file	sha256	got_dur	attempts	note
35	2	6	@nong_daeng,@lung_somchai,@noodle_shop	6a86de2f6f2b7afc800de0316870dfe613cd818d9741ab42b8747f1385f6f3bc	verified		C:\mooniex\out\banchi-ACT2\shot-35.mp4	9d1b6fa591ba7ed24518780d5a880c66ea0e713318699975b0774834c0d7b5ef	6.0s	1	
36	2	8	@lender_cherd,@noodle_shop	6f56306aaecec5af14aa091b0e53de630f9b36cf8c13a31bd1ffa2e19e433988	verified		C:\mooniex\out\banchi-ACT2\shot-36.mp4	ac727ad878012d20d1a664f17f6a3b60b699aa65fe933be7c856c72c66d844ec	8.0s	1	
37	2	6	@lung_somchai,@lender_cherd,@noodle_shop	f3a75027ec04e1186eac7efd71435d9e5f856db8c14133175909abee00e821ec	verified		C:\mooniex\out\banchi-ACT2\shot-37.mp4	0b8ad7ba16bc8a670444704f887c4b5e3032e8d28775c12ab50404b1a3f7b006	6.0s	1	
38	2	8	@nong_daeng,@lender_cherd,@noodle_shop	b947bdeafb8432344e17eecb3ffff7f7ac2ed8900a207f809965312637f8d48f	verified		C:\mooniex\out\banchi-ACT2\shot-38.mp4	202ad2a143a02d0166f9a618bddc01623769f6f3014727f17934503f680067a3	8.0s	1	
39	2	8	@nong_daeng,@lung_somchai,@noodle_shop	89602d11f495b1c7c9feed4666662c0d272bd857db521f120bab375cb3307791	verified		C:\mooniex\out\banchi-ACT2\shot-39.mp4	0fd3409fd8457823f978ca4782ad74e809b1465e196db40cae246a4ee14f551c	8.0s	1	
40	2	10	@lender_cherd,@lung_somchai,@noodle_shop	f4e52d6c4ccae88bf41e60b54b38c22fd3dad1c66ea4792433cda496761b0750	verified		C:\mooniex\out\banchi-ACT2\shot-40.mp4	4ee9b40243309d0bfcd270c24a4660c8969dba92e2fa0dee5b47dc003fed6eba	10.0s	1	
41	2	8	@lender_cherd,@noodle_shop	7dc8bafb9baa69a0aa64f0a59c1813b8a418077d254e7d45f06bbe299a918308	verified		/Users/gob/Desktop/banchi-FIX/shot-41.mp4	dd57263f064bd5a627046faa81f9cee659b1e4feee275441e305eb6335440f60	8.0s 1080x1920	1	
42	2	10	@lung_somchai,@lender_cherd,@noodle_shop	aca9e4ed54ab53199b90dea2d54a359ade3cb70895158284875317cf33d49065	verified		C:\mooniex\out\banchi-ACT2\shot-42.mp4	9e41db11c6f4970ac1b716c9f71e04668f773469a9290ac3ae8cbb5e7cf56267	10.0s	1	
43	2	6	@nong_daeng,@noodle_shop	3eacaed8275928a0fc8cfc8fd4621c492817658181652314d7058cc06ceec3d6	verified		/Users/gob/Desktop/banchi-refire-0923/batch6/shot-43.mp4	8cb2ea99cb6c18c6d85d00b9da00a554e252298994d7f513d532a1ade895d97b	8.0s 1080x1920	3	
44	2	8	@lender_cherd,@lung_somchai,@noodle_shop	b7847d58469b535d7f84a6bbc62193ee2396b46b7028209bb932b90e78554e84	verified		C:\mooniex\out\banchi-ACT2\shot-44.mp4	c1adf062fbcde69d087ffa6016f25c7a041d6ccc0e4740dad86e0b8fb44dd666	8.0s	1	
45	2	6	@lung_somchai,@noodle_shop	6f4a11f05d36dfd24c83e1bb8137e057eda245b4f6ebff44e2230ecf86044a9d	verified		C:\mooniex\out\banchi-ACT2\shot-45.mp4	12eed94e3d0886b44d7fedfb500d05f40fcec7520134d8eff2e6a56781478258	6.0s	1	
46	2	8	@nong_daeng,@lung_somchai,@noodle_shop	5f60c8b8fc994409058336a968d602fc453ad6be55c290bb64e839235c4a338f	verified		C:\mooniex\out\banchi-ACT2\shot-46.mp4	ecbd56a2c835a9a4bec1e1c098c3af568540fd1f5e3945aab1cae36acc6016e9	8.0s	1	
47	2	6	@nong_daeng,@noodle_shop	f1382aa555236aa2c0104cc8ba1222b98e8d9a079decd0cb5dceee554b9addc6	verified		C:\mooniex\out\banchi-ACT2\shot-47.mp4	9de077f7ae764d26923533f630609d104f2c530ff438ed24231704b1552d8987	6.0s	1	
48	2	8	@lung_somchai,@noodle_shop	618b07f4e631f3f24b3f725566c5c5f6154e6556728aa921ae5a8ea9a25b10ca	verified		C:\mooniex\out\banchi-ACT2\shot-48.mp4	421f2a1f92576236a5d2e231383cd9cb3fee54c037081af5a25f12a4f6931b7a	8.0s	1	
49	2	8	@lung_somchai,@back_alley	9ef76640d04e54b9525e50445decefbed1b8967aafd7df7ff530305cbb9dc4aa	verified		C:\mooniex\out\banchi-ACT2\shot-49.mp4	b9f8a183f4f2daefe9f7b9da5386d48b28aeb3c9638fa7840250a69129a2fdcd	8.0s	1	
50	2	10	@lender_cherd,@lung_somchai,@back_alley	407da680b90679e77abe3be60322687b60b6c33cb2b48f1af509ddea24deed5e	verified		C:\mooniex\out\banchi-ACT2\shot-50.mp4	90dd7ecd349d7e2618bae8ffce252a54aa4e942f2670c0a5b5c432de625f0fca	10.0s	1	
51	2	10	@lender_cherd,@lung_somchai,@back_alley	b865f80d8f7523467a510375debbdc36dc2afe445c1e531f3a7f223a3a907727	verified		C:\mooniex\out\banchi-ACT2\shot-51.mp4	9c639e7f9e042f4b43cb25535956d685c2bf90c1aab1022767e4cc6a065c5fe5	10.0s	1	
