shot	act	dur_s	chips	prompt_sha	status	flow_clip_id	file	sha256	got_dur	attempts	note
107	5	6	@nong_daeng,@lung_somchai,@noodle_shop	90de6f76d32488a5a0e933db6eb31153911611632b631775d9ed9d4e03caf251	verified		C:\mooniex\out\banchi-ACT5\shot-107.mp4	8b4a930e6284bd1e197fa63cd74bd2ffa54e7e34e1290a2e45079b10d8c71ec0	6.0s 1080x1920	1	
108	5	8	@nong_daeng,@lung_somchai,@noodle_shop	44569a57a1cbafc8fc615b32c23cc63bc5a2e251f112256a6ad59e0223e00750	verified		C:\mooniex\out\banchi-ACT5\shot-108.mp4	fbbc9dabbe71ac7af7541bf54226083e08ba3daaffc2aa1a4a75cb5827f8a308	8.0s 1080x1920	1	
109	5	8	@nong_daeng,@lung_somchai,@noodle_shop	bae7af80236b90aacf89b25668903b557930a9f0768c51819db54fa7c611ecec	verified		C:\mooniex\out\banchi-ACT5\shot-109.mp4	45adb04ad7a28f237afdd4c3beba826630f8a8bec7c399de4a5524f5f93723aa	8.0s 1080x1920	1	
110	5	10	@nong_daeng,@lung_somchai,@noodle_shop	fe1aeedad7a07c0a5202fd13520d01f3b3242d3fb01af34de2dbff1bd6e38519	verified		C:\mooniex\out\banchi-ACT5\shot-110.mp4	b5aad174eb4c659fe86231fd93cc958dd1b89828cf6d3750ee3b460affd48dda	10.0s 1080x1920	1	
111	5	8	@lung_somchai,@nong_daeng,@noodle_shop	d2544afbbf59cd1b192d619e8cb98027379ba29bea30e3ffe36ad3857aef8e28	verified		C:\mooniex\out\banchi-ACT5\shot-111.mp4	55611cccfef4c58b374147e28a2ff8306d65429f0187779e9fe3a202cd2ac1e1	8.0s 1080x1920	1	
112	5	6	@lung_somchai,@noodle_shop	c5bcafe75b0a12c84fef3f2febbc22f2554a492dd1bc3f069b9377331dfa1f6a	verified		C:\mooniex\out\banchi-ACT5\shot-112.mp4	5f75041c648ec1b6bf01a34966475cd2d36fe099bff80fc94ebffd697a69d20d	6.0s 1080x1920	1	
113	5	10	@nong_daeng,@noodle_shop	5d408359de53eab3fa7e6bb16747bc9f678618d5912cbdb21a121205fbf523df	verified		C:\mooniex\out\banchi-ACT5\shot-113.mp4	0e8a42f9bcec296862eed28ce4776ed2f09ed5974a7e62460e18ada504e94e03	10.0s 1080x1920	1	
114	5	4	@lung_somchai,@noodle_shop	fff639213d671e02a445897bf18622f52ce06302cba35fc3a1a31821d8193bdc	verified		C:\mooniex\out\banchi-ACT5\shot-114.mp4	ceacb7ac8065b3453a41da2960dbf8e8a738caf02dbc29ea2962f6e14c437e50	4.0s 1080x1920	1	
115	5	10	@nong_daeng,@noodle_shop	03d1099fdb0838e34cd0c68157c6f5bd39ec508ad1e9180e5483452686022dde	verified		/Users/gob/Desktop/banchi-refire-0923/shot-115.mp4	a112099f9173ca2597ff71710820e91467cc80ffdea8a432c2452c9423368052	10.0s 1080x1920	2	
116	5	4	@grandma_pranom,@upstairs_bedroom	aa5b495504c9093e5b642355b7c69b3c49d04a5786f37251b842bdefd41ca3b7	verified		C:\mooniex\out\banchi-ACT5\shot-116.mp4	54b951651a666d42ad4a8bdfbab677bca1684baacfa93b9f999c7e3145fd479d	4.0s 1080x1920	1	
