shot	act	dur_s	chips	prompt_sha	status	flow_clip_id	file	sha256	got_dur	attempts	note
59	3	8	@nong_daeng,@staircase	a048d9e61a7514fccaed809c89ef88835608bca31a8c891ccaca85b3384e5f6f	verified		C:\mooniex\out\banchi-ACT3\shot-59.mp4	88d0b40bbc1831fa9717e8d7880360b328217ef950b4049e745ca66e61a48e4e	8.0s	1	
60	3	10	@nong_daeng,@staircase	9c42e035b4ba0dd18afc07ba422b66a4de7b881f0e825788847cb71c216f97a7	verified		C:\mooniex\out\banchi-ACT3\shot-60.mp4	7b37f0bb7232e437436c6d97d8fbd58b0f82ff796b32ccde05ba941f15893ac0	10.0s	1	
61	3	8	@nong_daeng,@staircase	586dde7b96d03088673e1b99c9624ff4580760f2d9c4f3fb0dc353a368121826	verified		C:\mooniex\out\banchi-ACT3\shot-61.mp4	78365db6a85c71f867630258d07afc665dccd46a04522a4179bd3457ecc17d65	8.0s	1	
62	3	6	@grandma_pranom,@upstairs_bedroom	d5c653165ffab85b78de1f285a10bcc284c2e4810446023c23ee7ea2a3aabb64	verified		C:\mooniex\out\banchi-ACT3\shot-62.mp4	0521e3a4c1c9ce64f41eeec6a5252e0fb8413b5bf23c9ffc8039ab7a91f17c1e	6.0s	1	
63	3	10	@nong_daeng,@grandma_pranom,@upstairs_bedroom	b2d00703233da1d378567ae15ef50efdd943447f00caa098d982d8b1a1c6b5fa	verified		C:\mooniex\out\banchi-ACT3\shot-63.mp4	ca4213650e5e48e5280912df2229eaedc86af0ce121c193181c3eb0ce57a9863	10.0s	1	
64	3	8	@grandma_pranom,@upstairs_bedroom	3543125c1dfc9851eb3bd51774bca2b90d290b02d96396a569d24f35a836baf2	verified		C:\mooniex\out\banchi-ACT3\shot-64.mp4	b28e70732af872144aa687c6dcdcd85c784aedc229a4d438f87c0cdf10f17831	8.0s	1	
65	3	8	@nong_daeng,@upstairs_bedroom	7efc88ced90f3e67c518ece53e16b8faf45a6a300430e34adf8afa24241e4c67	verified		/Users/gob/Desktop/banchi-ACT3/shot-65.mp4	a9babf41764d8e6ef92da32602f4aa108fb195f46adde1773895387a8194aac0	8.0s 1080x1920	1	
66	3	6	@lung_somchai,@noodle_shop	89f3ccbe0236491eff3128fb99c5a1a23682a8be7667993cc09ec463eb2b3e3b	verified		C:\mooniex\out\banchi-ACT3\shot-66.mp4	bb209d188fd186a562695ef9f8815bfe3c3bc2edad8d134a61bac433fbf61864	6.0s	1	
67	3	8	@nong_daeng,@lung_somchai,@noodle_shop	d65c7fbe70c06bdab9f9ee7c722f0cc78984a73ad05679b5e46c0c98e6539b73	verified		C:\mooniex\out\banchi-ACT3\shot-67.mp4	e6d44829c9e947354bb800c70545a3d3b274d26e8d9a4914226b65d937dc5e87	8.0s	1	
68	3	10	@lung_somchai,@nong_daeng,@noodle_shop	92389a37972fc2483a8baba8d20cf4758d2b3ae214778b3765bc802d3787f47a	verified		/Users/gob/Desktop/banchi-ACT3/shot-68.mp4	ff9cccfa316b0705f3e8725b8f9d4e7ecf05458e0830654eef687996c885efed	10.0s 1080x1920	1	
