shot	act	dur_s	chips	prompt_sha	status	flow_clip_id	file	sha256	got_dur	attempts	note
133	6	8	@jae_muay,@lung_somchai,@noodle_shop	75a2439a97c63ba41f82328cacb38432ad562a08f7ef07b6665c8a2cd643559c	verified		/Users/gob/Desktop/banchi-ACT6/shot-133.mp4	d43d6a46ec3c33c914ea4c89ce11af15dac46acd1046073780a4c7c5548a417e	8.0s 1080x1920	1	
134	6	8	@jae_muay,@lung_somchai,@noodle_shop	94e9e4ad96affbde105198a2ce8b0029795907b11100bbe34ce215bd3783c255	verified		/Users/gob/Desktop/banchi-ACT6/shot-134.mp4	d70d36ff712b3db29ff2435e4fdbd25c974bb7d112c9fff718d9f9954c14a044	8.0s 1080x1920	1	
135	6	6	@jae_muay,@lung_somchai,@noodle_shop	ac0ce22122b2ee8345ab85ff8291d0296a75a6e99975cf6b3130137c4930b3ff	verified		/Users/gob/Desktop/banchi-ACT6/shot-135.mp4	67da80c16d8518278eef6c2ae1bb06bb9ce7b9d1a78c40d79ed0b32ba6c6fa5e	6.0s 1080x1920	1	
136	6	8	@nong_daeng,@lung_somchai,@staircase	68240a20e974d09412ec1bda6d7b1710b74ade6984240f9b89b5250670322513	verified		/Users/gob/Desktop/banchi-ACT6/shot-136.mp4	75df6ead67ffbef363a6f4a9f301e21b337e7a42cc91b7231a7dd316e134cc6c	8.0s 1080x1920	1	
137	6	8	@nong_daeng,@lung_somchai,@staircase	e572074f428d791995c43c83839082c01e41262dd7113ebefda1fab4de07b9dc	verified		/Users/gob/Desktop/banchi-ACT6/shot-137.mp4	b0f5ff1420039663f9496add3136a5dfd7e618deea046d01360adb000da17401	8.0s 1080x1920	1	
138	6	8	@nong_daeng,@grandma_pranom,@upstairs_bedroom	f190f58e12efe26018ab250411f6c7ce13207daa003986b7de4df554168e68bb	verified		/Users/gob/Desktop/banchi-ACT6/shot-138.mp4	e189e849b37ff25765eccbb648a4bfe59f0e7f9eca5e65bd556e8113b020460e	8.0s 1080x1920	1	
139	6	8	@nong_daeng,@bedrail_marks	88a94877bae661576e547497e1f5ee8593a4a6bda3380fbd2dddd0b7d273a47f	verified		/Users/gob/Desktop/banchi-TEST/shot-139.mp4	ea755bcca11c27e2dca92b6c7832b569bd1ef26f0f59dbdc89a079926fae1e7b	8.0s 1080x1920	1	
140	6	8	@grandma_pranom,@nong_daeng,@upstairs_bedroom	8e2a5e1d510f81cb8aac1b7514c86b856119849f01b997957e53ddd299eb43c8	verified		/Users/gob/Desktop/banchi-ACT6/shot-140.mp4	33da0bcdccba2814ddb431f96a5782b450653c0dc8e41ed442c16fdf15629d82	8.0s 1080x1920	1	
141	6	10	@grandma_pranom,@nong_daeng,@upstairs_bedroom	578306b977a0a6ed9f8d3f2dfab99f300a50187d8caa0c602bccab7a1c13bef0	verified		/Users/gob/Desktop/banchi-ACT6/shot-141.mp4	3bba2bd73c3698df23982b948384889122ca7964d8b72338a4a318ac76a6b852	10.0s 1080x1920	1	
142	6	8	@lung_somchai,@nong_daeng,@upstairs_bedroom	facad93e2408f45b998296c8b861bcd3c96f3de44af239295efd3162cf968d1e	verified		/Users/gob/Desktop/banchi-ACT6/shot-142.mp4	f825f059a0bb6f4c26b3e49a5fd36946ed4f1e22e9d3f237091c0fb56084d911	8.0s 1080x1920	1	
